datetime,Mean CH - layer 3 (Pliocene)
3/1/1985,199.1046342
4/1/1985,198.9480857
5/1/1985,198.7976412
6/1/1985,198.7885952
7/1/1985,198.639357
8/1/1985,198.4862748
9/1/1985,198.3343488
10/1/1985,198.1884492
11/1/1985,198.0389616
12/1/1985,197.89558
1/1/1986,197.7489117
2/1/1986,197.6038756
3/1/1986,197.4743175
4/1/1986,197.3327999
5/1/1986,197.0514491
6/1/1986,196.9150491
7/1/1986,196.7852373
8/1/1986,196.6535306
9/1/1986,196.5243247
10/1/1986,196.4016648
11/1/1986,196.2774635
12/1/1986,196.1596335
1/1/1987,196.1702938
2/1/1987,196.178817
3/1/1987,196.0733096
4/1/1987,196.0815767
5/1/1987,195.971688
6/1/1987,195.8600722
7/1/1987,195.7537461
8/1/1987,195.6455471
9/1/1987,195.5388936
10/1/1987,195.3174013
11/1/1987,195.213544
12/1/1987,195.1141749
1/1/1988,195.0126005
2/1/1988,194.9120261
3/1/1988,194.818728
4/1/1988,194.7197892
5/1/1988,194.740634
6/1/1988,194.6422073
7/1/1988,194.5474296
8/1/1988,194.4499091
9/1/1988,194.3527261
10/1/1988,194.2589347
11/1/1988,194.1622403
12/1/1988,194.0688425
1/1/1989,193.9725017
2/1/1989,193.8763269
3/1/1989,193.7896003
4/1/1989,193.693773
5/1/1989,193.60124
6/1/1989,193.5058712
7/1/1989,193.4138419
8/1/1989,193.3190582
9/1/1989,193.2246158
10/1/1989,193.133559
11/1/1989,193.1460093
12/1/1989,193.0550039
1/1/1990,192.9613427
2/1/1990,192.8680459
3/1/1990,192.8864854
4/1/1990,192.7931107
5/1/1990,192.7030242
6/1/1990,192.6101956
7/1/1990,192.5205735
8/1/1990,192.4281547
9/1/1990,192.3358922
10/1/1990,192.2467232
11/1/1990,192.1546782
12/1/1990,192.0656695
1/1/1991,191.9737442
2/1/1991,191.8818523
3/1/1991,191.7988708
4/1/1991,191.7070111
5/1/1991,191.6181219
6/1/1991,191.5262763
7/1/1991,191.3395065
8/1/1991,191.2469044
9/1/1991,191.1543195
10/1/1991,191.1615952
11/1/1991,191.068438
12/1/1991,190.8813236
1/1/1992,190.7873213
2/1/1992,190.6933917
3/1/1992,190.6055971
4/1/1992,190.5118474
5/1/1992,190.3232091
6/1/1992,190.2286907
7/1/1992,190.1373543
8/1/1992,190.0431294
9/1/1992,189.9490743
10/1/1992,189.8582245
11/1/1992,189.7645427
12/1/1992,189.6740785
1/1/1993,189.5808205
2/1/1993,189.4877967
3/1/1993,189.4039752
4/1/1993,189.3114299
5/1/1993,189.1245748
6/1/1993,189.0315681
7/1/1993,188.9418357
8/1/1993,188.8494155
9/1/1993,188.7573086
10/1/1993,188.6684749
11/1/1993,188.577012
12/1/1993,188.4888185
1/1/1994,188.3980342
2/1/1994,188.3076074
3/1/1994,188.2262289
4/1/1994,188.1365036
5/1/1994,188.0500277
6/1/1994,187.9610552
7/1/1994,187.87532
8/1/1994,187.7871252
