datetime,Mean CH - layer 2 (Intermediate Aquifer)
1/1/1976,44.49699212
2/1/1976,44.46122244
3/1/1976,44.42613765
4/1/1976,44.38736414
5/1/1976,44.34912468
6/1/1976,44.30114441
7/1/1976,44.27262102
8/1/1976,44.22881454
9/1/1976,44.18629725
10/1/1976,44.14259978
11/1/1976,44.09395054
12/1/1976,44.04341359
1/1/1977,43.9874609
2/1/1977,43.9085326
3/1/1977,43.85094692
4/1/1977,43.78221121
5/1/1977,43.72677715
6/1/1977,43.65574196
7/1/1977,43.57545706
8/1/1977,43.49077595
9/1/1977,43.37416918
10/1/1977,43.25077804
11/1/1977,43.11020884
12/1/1977,42.96567134
1/1/1978,42.80756282
2/1/1978,42.63543533
3/1/1978,42.49566124
4/1/1978,42.37886185
5/1/1978,42.32786543
6/1/1978,42.29863643
7/1/1978,42.23001687
8/1/1978,42.16358807
9/1/1978,42.09297209
10/1/1978,42.02247276
11/1/1978,41.91876652
12/1/1978,41.82713486
1/1/1979,41.7358553
2/1/1979,41.65286966
3/1/1979,41.58360534
4/1/1979,41.49370412
5/1/1979,41.43280297
6/1/1979,41.36267191
7/1/1979,41.29162836
8/1/1979,41.21340339
9/1/1979,41.13165294
10/1/1979,41.04823336
11/1/1979,40.95904879
12/1/1979,40.87011772
1/1/1980,40.75094298
2/1/1980,40.64492745
3/1/1980,40.58045107
4/1/1980,40.53443963
5/1/1980,40.5075534
6/1/1980,40.47081258
7/1/1980,40.45558397
8/1/1980,40.42559069
9/1/1980,40.39812033
10/1/1980,40.37347063
11/1/1980,40.34929198
12/1/1980,40.32698644
1/1/1981,40.3054529
2/1/1981,40.29088217
3/1/1981,40.28456801
4/1/1981,40.27874439
5/1/1981,40.25653964
6/1/1981,40.25954043
7/1/1981,40.2517392
8/1/1981,40.23304719
9/1/1981,40.23936887
10/1/1981,40.22482375
11/1/1981,40.20027382
12/1/1981,40.19249049
1/1/1982,40.16639864
2/1/1982,40.14789509
3/1/1982,40.1330555
4/1/1982,40.12257593
5/1/1982,40.11557573
6/1/1982,40.10930045
7/1/1982,40.10900938
8/1/1982,40.10273057
9/1/1982,40.0965215
10/1/1982,40.09049493
11/1/1982,40.0789909
12/1/1982,40.07279592
1/1/1983,40.0666642
2/1/1983,40.06066787
3/1/1983,40.05524888
4/1/1983,40.05464154
5/1/1983,40.04915498
6/1/1983,40.04427574
7/1/1983,40.04074556
8/1/1983,40.02213276
9/1/1983,40.00138261
10/1/1983,40.00194278
11/1/1983,39.99684336
12/1/1983,39.99162572
1/1/1984,39.98569207
2/1/1984,39.99580841
3/1/1984,39.99005696
4/1/1984,39.98386765
5/1/1984,39.97783329
6/1/1984,39.97117732
7/1/1984,39.97001589
8/1/1984,39.96331165
9/1/1984,39.95670859
10/1/1984,39.95035224
11/1/1984,39.93723891
12/1/1984,39.92940426
1/1/1985,39.92251928
2/1/1985,39.91603657
3/1/1985,39.89458565
4/1/1985,39.88835098
5/1/1985,39.88238299
6/1/1985,39.8762524
7/1/1985,39.87033854
8/1/1985,39.86410555
9/1/1985,39.86391906
10/1/1985,39.85535573
11/1/1985,39.83874758
12/1/1985,39.81918972
1/1/1986,39.81616663
2/1/1986,39.7961844
3/1/1986,39.77303465
4/1/1986,39.76067271
5/1/1986,39.75873154
6/1/1986,39.75176259
7/1/1986,39.73687711
8/1/1986,39.72568869
9/1/1986,39.71341569
10/1/1986,39.69818528
11/1/1986,39.68954482
12/1/1986,39.68240513
1/1/1987,39.68841127
2/1/1987,39.68273698
3/1/1987,39.67778664
4/1/1987,39.67232431
5/1/1987,39.66715052
6/1/1987,39.66194672
7/1/1987,39.65701539
8/1/1987,39.64225905
9/1/1987,39.63711178
10/1/1987,39.6321259
11/1/1987,39.61479836
12/1/1987,39.60946983
1/1/1988,39.61228478
2/1/1988,39.60699027
3/1/1988,39.6021424
4/1/1988,39.59698413
5/1/1988,39.59203551
6/1/1988,39.58682322
7/1/1988,39.58149138
8/1/1988,39.5754767
9/1/1988,39.56896471
10/1/1988,39.57445095
11/1/1988,39.56787006
12/1/1988,39.56084758
1/1/1989,39.55365344
2/1/1989,39.54631437
3/1/1989,39.53960766
4/1/1989,39.53316762
5/1/1989,39.52728861
6/1/1989,39.5275136
7/1/1989,39.52757814
8/1/1989,39.53650284
9/1/1989,39.54054823
10/1/1989,39.53514943
11/1/1989,39.52953526
12/1/1989,39.52408811
1/1/1990,39.51808116
2/1/1990,39.51213733
3/1/1990,39.50672364
4/1/1990,39.50071573
5/1/1990,39.48062264
6/1/1990,39.46027339
7/1/1990,39.45451948
8/1/1990,39.44822291
9/1/1990,39.45582108
10/1/1990,39.44929473
11/1/1990,39.44273059
12/1/1990,39.43637036
1/1/1991,39.44806328
2/1/1991,39.42790117
3/1/1991,39.395728
4/1/1991,39.32692502
5/1/1991,39.26832555
6/1/1991,39.20738647
7/1/1991,39.14366185
8/1/1991,39.07999539
9/1/1991,38.99662282
10/1/1991,38.91015319
11/1/1991,38.82962613
12/1/1991,38.73390039
1/1/1992,38.65025065
2/1/1992,38.60934888
3/1/1992,38.57234934
4/1/1992,38.54555901
5/1/1992,38.53666145
6/1/1992,38.538534
7/1/1992,38.53109928
8/1/1992,38.51129122
9/1/1992,38.4984668
10/1/1992,38.47172922
11/1/1992,38.43214064
